78,"while some might look on her as having a mark against her character being an unwed mother , she had lived a relatively non-rebellious life ."
79,"even though she ''d been a cheerleader and ran with the popular crowd in school , she rarely partied to excess ."
80,"instead , she had focused on getting good grades ."
81,"at that time , she had her heart set on going to medical school and becoming a doctor ."
82,"from the time she was a little girl , she had wanted nothing more than to help people ."
83,she was always mending birds with broken wings or trying to resuscitate squirrels who had been hit by cars .
84,she ditched playing princess for playing `` hospital .
85,''
86,her desire to become a doctor was why she needed the best scores and best activities and why she generally shunned any temptations to lead her off the right path .
87,she had even managed to bypass the usual freshman craziness when she went off to the university of georgia .
88,it was n't until she fell in love for the first time in her life that she threw everything away .
89,"sadly , she could n''t say that her first love was davis , mason ''s father ."
90,"instead , it was another football player , this time a running back at uga , who captured and later broke her heart a year later ."
91,"carsyn ran with the fast crowd , and when she was with him , she partied and drank too much ."
92,"he was controlling and possessive , and he wanted all of her time ."
93,"when she was with him , she had little time for studying ."
94,"with her grades already in the toilet , she was unprepared for the emotional breakdown she experienced when carsyn broke up with her ."
95,"devastated , she stopped going to class and ended up flunking the semester ."
96,"by the time she got back on track with her grades , she had abandoned any hope of medical school ."
97,"instead , she decided that she would become a nurse , which would fulfill her need to care for sick people ."
98,"of course , her relationship with davis ended up derailing shortly before graduation when she got pregnant unexpectedly ."
99,she had to take several semesters off after mason was born .
100,"she was a few years off from when she had originally planned on graduating , but she was excited after everything had that had happened , she was finally finishing ."
101,her mother 's voice brought megan out of her thoughts .
102,"`` here we are , '''' she said pleasantly ."
103,"leaning forward in her seat , megan eyed the clock on the dashboard ."
104,she was n't surprised to see they had arrived half an hour before the baptism started .
105,one thing her mother prided herself on was being on time and lending a hand .
106,"as they started into the church , her mother reached for mason ."
107,`` we 'll take him so you can go see if emma needs any help .
108,''
109,megan bent over to kiss mason 's cheek .
110,"`` see you in a little while , sweetie ."
111,''
112,"he grinned and then happily dodged her mother ''s arms for her father ''s instead , which made megan smile ."
113,he was such a man 's man already .
114,he loved sitting between her brothers on the couch and watching tv .
115,"while it was good that he had so many male role models , she only hoped he had n''t inherited too much of his father ''s personality ."
116,"after megan watched them disappear in the crowd of family and friends waiting in the church alcove , she bypassed everyone by turning right and heading down the hallway ."
117,"at the last door on the right , she knocked ."
118,"`` it ''s me , megan ."
119,''
120,"emma ''s best friend , casey , answered the door ."
121,"`` well , if it is n''t the fairy godmother , '''' she mused with a grin ."
122,"after megan stepped inside , casey threw her arms around her ."
123,"megan had only met her a few times , but it was hard not liking emma ''s vivacious and outgoing friend ."
124,"casey ''s long brown hair was pulled back in a lose knot , and she wore a demure black slip dress and heels ."
125,`` so how 's it going ?
126,''
127,"megan asked , gazing from noah ''s diapered but na**d form to emma ."
128,she was feeding him a bottle while her upper body was draped in a towel .
129,"peeking out from the covering , she saw emma was wearing her signature color , green ."
130,"as noah sucked on his bottle , he twirled a strand of emma ''s auburn hair between his fingers ."
131,both father and son were fans of emma wearing her hair down .
132,emma grinned .
133,"`` good , i guess ."
134,"i mean , i do n''t have a lot of experience with baptisms ."
135,''
136,megan laughed and motioned to the towel and noah .
137,`` it looks like you 're taking all the proper precautions-nothing like spit-up on your dress or his .
138,''
139,"with a nod , emma replied , `` tell me about it ."
140,especially since his gown is so old .
141,''
142,megan eyed the lacy baptismal gown hanging on the closet door .
143,she recognized it from pictures of ankle 's baptism .
144,"he had worn it , and now it was being passed down to his son ."
145,casey snorted .
146,"`` i ''m sure aidan would n''t appreciate you alluding to the fact his gown is an antique , thus in turn saying he ''s old ."
147,''
148,emma laughed .
149,"`` no , i ''m sure he would n''t ."
150,"of course , he ''d probably argue that while the gown might not have held up , he still looks fabulous and much younger than his age ."
151,''
152,megan smiled .
153,`` that sounds just like him .
154,''
155,she bent over emma to rub one of noah 's hands .
156,he grabbed her thumb in his fist and held on for dear life .
157,"`` aw , you love your godmother , do n''t you noah ?"
158,''
159,emma asked .
160,"noah momentarily stopped sucking on the bottle to flash a quick smile , which warmed megan ''s heart ."
161,"`` he ''s such a sweet boy , '''' she mused ."
162,"`` and a charmer , just like his old man , '''' casey mused ."
163,"`` that too , '''' megan agreed ."
164,"thinking about her position , she cocked her head at casey ."
165,`` are you sure you 're fine with me being the godmother ?
166,''
167,casey waved her hand dismissively .
168,"`` honey , the last thing i need is the responsibility ."
169,i plan on spoiling noah rotten and corrupting him as only a good auntie can do ! ''
170,emma rolled her eyes .
171,"`` i ''m very satisfied with both my choices , megan ."
172,you do n't have to worry .
173,''
174,`` so who is the godfather again ?
175,i know he 's not part of the family .
176,''
177,casey gasped as her hand flew to her chest dramatically .
178,"`` you mean , you ''ve never met dr."
179,mcdreamy bollywood ?
180,''
181,megan shrugged .
182,"`` no , i have n''t ."
183,"i mean , i ''ve heard about him and how he flew aidan home in time for noah ''s birth ."
184,''
185,she noticed the pleading look that emma exchanged with casey .
186,`` why ?
187,what should i know about him ?
188,''
189,casey tapped her chin with her index finger .
190,"`` hmm , what should you know about the good godfather ?"
191,''
192,she winked at megan .
193,"`` first off , he is seriously delectable ."
194,"i mean , the man is like sex on a stick ."
195,"tall , jet-black hair , dark eyes , and he ''s built like a brick shithouse ."
196,''
197,megan suddenly felt her interest piquing .
198,she had n't imagined that the godfather would be good-looking .
199,it had been such a long time since she had dated anyone .
200,scratch that-it had been a long time since she 'd had sex with anyone .
201,she 'd spent the last two years completely dateless since she and davis broke up .
202,she could practically join one of the local parishes as a nun with how long she had abstained .
203,`` really ?
204,''
205,"`` mmm , hmm ."
206,"he reminds me of that bollywood actor john abraham , '''' casey said ."
207,emma snorted .
208,`` since when do you watch bollywood movies ?
209,''
210,`` since one of nate 's friends asked us to an indian film festival .
211,''
212,casey grinned at megan .
213,"`` besides the fact that he ''s a serious looker , he ''s also kind , compassionate , and caring-an overall wonderful man ."
214,''
215,`` really now ?
216,''
217,megan questioned .
218,`` and he 's loaded because he 's a doctor .
219,''
220,this man was sounding better and better by the minute .
221,`` is he single ?
222,''
223,"emma made a strangled noise before casey replied , `` oh , yeah , he ''s single ."
224,he 's a widower actually .
225,''
226,megan pursed her lips at the prospect .
227,widowers usually fell into two categories-those who were still devastated by their wives ' deaths or those who were ready to have fun and live a little .
228,she certainly hoped this pesh guy fell into the second category .
229,"more than anything , she wanted to have a little fun herself ."
230,`` do you really think you might be interested in dating pesh ?
231,''
232,"emma asked , as she moved noah to her shoulder to burp him ."
233,"with a shrug , megan replied , `` dating him or just having some fun with him ."
234,sounds like he could use some .
235,''
236,emma grimaced as she wiped noah 's face off .
237,`` this is exactly why i told aidan not to try and fix you two up .
238,''
239,`` what do you mean ?
240,''
241,"`` pesh needs a relationship , not a hook-up after all he ''s been through ."
242,"besides his wife ''s death , he has n''t had it easy on the dating front ."
243,''
244,`` what happened ?
245,''
246,"when casey snorted , emma shot her a death glare ."
247,`` nothing .
248,it 's just he does n't need to get involved with someone who is n't interested in a long-term relationship .
249,''
250,"`` em , you might as well tell her , '''' casey urged ."
251,megan glanced between the two of them .
252,`` tell me what ?
253,''
254,"`` fine , '''' emma huffed resignedly ."
255,she handed noah to casey .
256,`` make yourself useful by changing his diaper .
257,''
258,"as casey got busy cleaning up noah , emma turned to megan ."
259,"`` when aidan and i broke up- '''' `` what you meant to say is , after you left aidan when he did n''t show up for noah ''s gender ultrasound because he was cheating on you ?"
260,''
261,"casey interrupted , waving around the wet wipe in her hand ."
262,emma closed her eyes for a moment before shaking her head .
263,"`` yes , that ''s right ."
264,thank you so very much for bringing up that aspect of our break-up on today of all days .
265,''
266,casey gripped noah 's ankles and hoisted up his little butt to slide on the new diaper .
267,`` you 're welcome .
268,''
269,"`` anyway , as you were saying , '''' megan pressed ."
270,`` right .
271,so it was when aidan and i were broken up that i met pesh .
272,"i was with your papa fitzgerald the day of his heart attack at the vfw , and pesh was the doctor who treated him ."
273,''
274,`` so ...
275,you both struck up a friendship then ?
276,''
277,megan asked .
278,emma grimaced .
279,`` not exactly .
280,"you see , patrick wanted to force aidan to really fight for me , and he felt the best way to do it would be for him to have some competition ."
281,''
282,megan felt her eyes widening in surprise .
283,`` papa wanted pesh to date you ?
284,''
285,`` yeah .
286,''
287,`` did you ?
288,''
289,emma was momentarily distracted by casey blowing raspberries on noah 's stomach .
290,a smile spread across her face as noah kicked his legs and giggled at casey .
291,`` want me to get him in his dress ?
292,''
293,"casey asked , as she glanced up ."
294,`` if you do n't mind .
295,''
296,"bringing her hand to her hip , megan huffed out an exasperated breath ."
297,"`` um , could you please focus for just a minute considering the bomb you just dropped on me ?"
298,''
299,`` i 'm sorry .
300,i did n't want to tell you at all .
301,"i mean , whatever was between us is all in the past ."
302,neither one of us really cared for each other like we thought we did .
303,''
304,`` did you ...
305,'' megan said .
306,"at emma ''s confused expression , she wiggled her eyebrows suggestively ."
307,emma 's face flushed .
308,"`` no , of course not ! ''''"
309,casey eyed emma as she took the baptism gown off the hanger .
310,`` you did make out with him though .
311,''
312,`` one time .
313,"and he certainly did n''t get to second base , '''' emma argued ."
314,"with a wicked grin , casey added , `` pity ."
315,wish you could inform us on what he has going on below the waist .
316,''
317,emma rolled her eyes .
318,`` you 're impossible .
319,''
320,she snatched the gown away from casey and then started wrestling noah into the yards of fabric .
321,`` it was n't like we were in a relationship .
322,we did n't really even go out together .
323,"he came to the house once to bring me dinner and check on me when i was on bed rest , and then he took me to the opera ."
324,that was it .
325,''
326,`` was there no chemistry between you two ?
327,''
328,megan asked .
329,"without responding , emma pulled noah up into a sitting position and started fastening the row of buttons down the back of the gown ."
330,`` em ?
331,''
332,megan pressed .
333,she gave a heavy sigh before picking noah up .
334,she stared into his face before she responded .
335,`` we had great chemistry together .
336,he was an amazing kisser who got all my senses up and running in all the right ways .
337,"besides the physical part , he is smart , kind , and intelligent-any woman ''s dream ."
338,''
339,she shook her head .
340,`` but it did n't matter because he was n't aidan .
341,"i could never , ever love another man like i do him ."
342,''
343,"giving noah a kiss on the cheek , she added , `` neither one of us were really in a good place-i was trying to make sure that aidan really was the one , and after being pressured by family and friends , he was trying to date for the first time after his wife ''s death ."
344,''
345,megan crossed her arms over her chest .
346,"`` i get that he does n''t need to be hurt , but who is to say that having a fling is going to hurt him ?"
347,maybe it could give him the confidence he needs to go out and find the real woman of his dreams ?
348,''
349,casey snorted .
350,`` how could a man that looks like that have any self-confidence issues ?
351,''
352,megan shrugged .
353,`` you never know .
354,"if he was married a long time before his wife died , he might find it hard to get back into the dating world ."
355,especially if the last woman he cared about loved someone else .
356,''
357,emma shook her head .
358,"`` trust me , he is n''t the fling kind of guy ."
359,he wants a wife and children .
360,''
361,"although megan had a son , she was n''t quite ready for marriage ."
362,maybe in a few years but right now she just wanted to date and have fun .
363,she 'd willingly sacrificed so much to ensure that mason could have all of her attention since he was short a father .
364,"after all , he was the greatest hurdle in her having a committed relationship ."
365,she did n't want to open her son up to any hurt that might come from him getting attached to a man she dated only to have them disappear when they broke up .
366,`` ankle really wants to fix us up ?
367,''
368,megan questioned .
369,emma nodded .
370,"`` regardless of what happened with pesh when we were broken up , aidan does respect and admire him ."
371,he wants pesh to be happy .
372,''
373,she gave megan a pointed look .
374,"`` most of all , he wants that for you , too ."
375,''
376,megan wrinkled her nose .
377,`` but i 'm really not ready for all of that yet .
378,''
379,`` then think long and hard before you agree to do anything about pesh .
583,aidan grinned as he glanced between the two of them .
380,"he is unknowingly very persuasive , and in the moment , you might forget your resolve only to have it come back later to hurt you ..."
381,or him .
382,''
383,megan held up her hands in defeat .
384,"`` okay , okay , i promise ."
385,''
386,emma smiled .
387,`` nothing would make me happier than if you were to fall in love with pesh .
388,''
389,"with a laugh , megan said , `` did you just hear anything that i said ?"
390,i 'm anti-love .
391,''
392,`` so was aidan .
393,''
394,"just as megan opened her mouth to protest , aidan waltzed into the room ."
395,`` everything okay ?
396,''
397,`` fine .
398,"just finished feeding and dressing him , '''' emma replied `` good ."
399,the natives are getting restless to see the little man of the hour before the baptism .
400,''
401,he strode over to them and took his son into his arms .
402,"`` you ready to go work the crowd , noah ?"
403,''
404,noah 's response was to grunt and reach for aidan 's tie .
405,"with a laugh , aidan announced , `` i ''ll take that as a yes ."
406,''
407,he then leaned in to kiss emma 's cheek .
408,`` ready mrs .
409,fitzgerald ?
410,''
411,she smiled before linking her arm through his .
412,"`` yes , mr."
413,"fitzgerald , i am ."
414,''
415,megan and casey followed them out the door and down the hallway .
416,they entered a noisy room crammed with family and friends .
417,she left aidan and emma 's side to seek out her parents to check on mason .
418,"she found her parents , but their arms were empty ."
419,"in a panic , she demanded , `` where ''s mason ?"
420,''
421,her father smiled and pointed over to where a pile of her younger cousins were .
422,"mason was on the lap of her aunt becky ''s oldest son , john ."
423,mason was mesmerized with what whatever john was doing on his phone .
424,megan smiled as she walked up to them .
425,`` everything okay ?
426,''
427,"without taking his eyes off the screen , john replied , `` we ''re fine ."
428,''
429,`` are you sure he 's not bothering you ?
430,''
431,what she was n't asking was if john was actually keeping an eye on mason between playing on his phone .
432,john glanced up .
433,"`` considering i have two younger brothers , i think i can handle him ."
434,"besides , he ''s really into this game ."
435,''
436,"`` okay then , '''' megan replied ."
437,"she spoke to john ''s brothers , percy and georgie , before making her way around the room ."
438,all her relatives were interested to hear how her schooling was going and how mason was .
439,she had just turned away from talking to her great aunt and uncle when someone pressed up against her back .
440,"`` do n''t look now , but there ''s dr."
441,"mcdreamy bollywood now , '''' casey whispered into her ear ."
442,"without hesitation , her eyes scanned the crowd ."
443,and then she saw him .
444,ankle was taking him around and making introductions .
445,pesh was impossibly tall and wearing a tailor-made black suit .
446,"even beneath the lines of the clothing , she could make out his large biceps and thick thighs ."
447,he obviously spent his downtime between hospital shifts working out .
448,"his wavy , jet-black hair was cut short , and his dark eyes took in all that ankle was saying ."
449,"and while she may have been in a church about to stand up as a godmother , she could n''t help the ni**les tightening and panties moistening reaction of seeing him ."
450,"he was all the way across the room , but he had the same effect as if he were standing by her side , rubbing against her ."
451,`` see what i mean ?
452,''
453,casey questioned .
454,megan licked her lips .
455,"`` oh my , '''' she finally managed ."
456,`` sure you do n't want to give him a chance ?
457,''
458,"fighting the urge to fan herself , megan quickly replied , `` i ''d like to give him many , many chances ."
459,''
460,"chances at ripping off my clothes , chances at kissing and licking me all over my body , chances at allowing his hands , fingers , and the promising bulge in his pants to stroke me until i orgasm ..."
461,"yep , many , many chances ."
462,"as if she could read megan ''s mind , casey laughed ."
463,"`` oh girl , this has trouble written all over it ."
464,''
465,chapter three pesh paced nervously around the back of the cathedral .
466,the fact he was in a catholic church was n't the only reason he felt out of his element .
467,"as he eyed the massive statue of jesus , he fidgeted absently with his tie ."
468,"although emma had sworn aidan was fine with the idea of him as godfather , he was still a little apprehensive about seeing aidan again ."
469,"the last time they ''d been together , pesh was the hero flying aidan from north carolina to atlanta just in time for noah ''s unexpected birth ."
470,but that was six months ago .
471,"the euphoria of the moment now had time to fade , and to aidan , pesh could still be the man who almost stole emma away ."
472,"a side door opened , and aidan stepped out ."
473,he immediately met pesh 's anxious gaze .
474,"when his lips curved into a wide smile , pesh exhaled the nervous breath he ''d been holding ."
475,"`` well , there you are , '''' aidan said , as he strode up ."
584,"`` i wanted to introduce you to pesh nadeen , the godfather ."
476,"he bypassed throwing out his hand , and instead , he pulled pesh to him for a bear hug ."
477,`` emma was worried about you .
478,''
479,`` she was ?
480,''
481,"`` yeah , she asked me to come out and see if i could find you ."
482,''
483,`` i 'm sorry .
484,"i was n''t sure where to go , and no one was out here ."
485,''
486,`` do n't worry about it .
487,''
488,aidan pulled away .
489,`` so how the hell are you ?
490,''
491,"pesh could n''t help laughing at aidan ''s choice of words , especially in a church ."
492,"`` i ''m good , thank you ."
493,''
494,he cocked his head at aidan .
495,`` and what about you ?
496,is fatherhood agreeing with you ?
497,''
498,a beaming smile lit aidan 's face .
499,`` i 'm absolutely fantastic .
500,i never could have imagined that being a father would be this ...
501,amazing .
502,''
503,pesh nodded .
504,`` i want you to know what an honor it is for me to be noah 's godfather .
505,''
506,`` we 're glad to have you .
507,''
508,aidan patted pesh 's back .
509,`` and i do mean that .
510,''
511,`` i hope you do .
512,i have had my concerns ...
513,'' aidan shook his head .
514,"`` well , do n''t ."
515,"i ''ll admit i was n''t too thrilled with the prospect at first , but em was able to make me see the light ."
516,you were there for us when we really needed you .
517,"i mean , besides my wedding day , i would ''ve missed the most important days of my life-my son ''s birth ."
518,i can never thank you enough .
519,"so when it comes down to it , i do n''t think i could ask for a better godfather for my son ."
520,''
521,aidan 's words touched pesh .
522,`` thank you .
523,that means a lot .
524,you have my word that i will always do what is right by noah .
525,''
526,"after giving him a hearty thump on the shoulder , aidan said , `` come on back with me ."
527,i want to introduce you to everyone .
528,''
529,`` do they ...
530,'' pesh was n't sure how to ask if aidan 's family knew the story of how he and emma truly knew each other .
531,aidan chuckled .
532,`` let 's just say that pop 's the only one who knows the truth .
533,the others just think you met us when pop had his heart attack .
534,''
535,pesh could n't help the relieved breath that whooshed out of him .
536,it would have been a nightmare to have most of aidan 's family hating him for trying to steal emma away .
537,`` i see .
538,''
539,he followed aidan back into a large room filled with chattering people .
540,"as he craned his neck , he saw emma in the corner with noah in her arms ."
541,she looked radiant as ever in an emerald suit .
542,"noah , however , did n''t seem too thrilled to be outfitted in the lacy gown that flowed over emma ''s arms and stopped mid-thigh ."
543,his tiny brows wrinkled as he waved his fists back and forth as if any moment he might let loose with a scream .
544,"taking him by the elbow , aidan guided him over to a group of men and women ."
545,aidan introduced him to his four sisters and their husbands .
546,"pesh smiled , nodded , and shook their hands before being bombarded by a hoard of aidan ''s nieces and nephews ."
547,"`` now i want you to meet my niece , megan ."
548,she 's the godmother .
549,''
550,`` it would be my pleasure .
551,''
552,aidan surprised pesh by leaning in and whispering in his ear .
553,`` i 'm pretty sure over half of the people here are gunning for you two to get together .
554,"you know , a real romantic story to tell future kids about how you two met being the godmother and godfather of this sweet and adorable kid ."
555,''
556,pesh gulped .
557,why was everyone he knew hell-bent on setting him up ?
558,"had emma harbored some secret , ulterior motive in asking him to be noah ''s godfather ?"
559,"`` i ''m flattered , but i do n''t know if that ''s such a good idea ."
560,''
561,"pulling back , aidan surmised him before winking ."
562,"`` normally i would agree because she is , after all , my niece-my favorite one if i ''m being honest ."
563,"but as much as it pisses me off to admit it , you two would make a great couple ."
564,''
565,`` we would ?
566,''
567,`` hell yeah .
568,''
569,aidan swept his hand over his chin .
570,"`` megan needs someone strong and stable like you are , and then you need someone who is so full of life like she is ."
571,i can guaran-damn-tee you that you 've never been out with a woman like her before .
572,"emma is like , one tenths the sassiness that megan is ."
573,''
574,pesh could n't help giving aidan a skeptical look .
575,"`` just keep an open mind , okay ?"
576,''
577,"with a reluctant nod , pesh replied , `` i will ."
578,''
579,"`` megan , '''' aidan called ."
580,"when the tiny blonde turned around , pesh fought to catch his breath ."
581,everything about her from her sparkling blue eyes to her long blonde hair was just like jade 's .
582,how was it possible for someone to remind him so much of what he had lost ?
585,''
586,"thrusting out her hand , megan smiled warmly at him ."
587,`` it 's very nice to finally meet you .
588,''
589,he stared at it a moment before his good manners overrode his shock .
590,he took her hand in his and shook it .
591,"`` it ''s very nice meeting you , too ."
592,''
593,"`` i ''ll leave you two to get to know each other , '''' aidan said ."
594,"before pesh could protest , aidan turned and disappeared into the crowd ."
595,he turned to megan and tried clearing his throat of what felt like a wad of sawdust .
596,"he knew he should try to make polite conversation , but he was still so shell-shocked by the way megan looked ."
597,"finally , she took pity on him ."
598,"`` so , emma tells me you ''re a doctor ."
599,''
600,pesh smiled politely .
601,"`` yes , i am ."
602,''
603,`` what type of medicine ?
604,''
605,`` emergency services .
606,''
607,megan 's face lit up .
608,"`` oh , how interesting ."
609,"i ''m about to finish nursing school , and i ''ve asked for clinical placement in the er ."
610,''
611,pesh widened his eyes in surprise .
612,aidan had failed to mention that they had the medical profession in common .
613,`` really ?
614,''
615,megan nodded .
616,"`` i ''m hoping to get placed at grady , even though my parents would die a thousand deaths ."
617,''
618,he cocked his brows at her .
619,`` i assume they 're afraid for your safety ?
620,''
621,`` yes .
622,they ca n't help worrying about the neighborhood .
623,"they sometimes forget i ''m an adult , rather than a child ."
624,''
625,`` what is it about grady that attracts you ?
626,''
627,`` besides the fact that it 's nationally recognized for its er ?
628,''
629,he smiled .
630,"`` yes , besides the accolades ."
631,''
632,megan tilted her head in thought .
633,`` i guess it 's the fact i really want to feel like i 'm making a difference and saving lives .
634,"i feel like at grady i would be seeing some of the worst cases imaginable , and in turn some people who really do n''t have a lot of hope ."
635,''
636,he was taken aback by her words and the passion with which she delivered them .
637,"while she possessed a beautiful exterior , she certainly seemed to have a greater depth of character than he had originally expected ."
638,he did n't often meet someone like her .
639,most of the women at the hospital who threw themselves at him possessed only surface beauty .
640,he did n't have to be with them very long to perceive their true shallowness and self-centeredness .
641,"to them , he was a prize to be won ."
642,he could n't ever imagine megan feeling that way .
643,she was n't the type of woman to care about a trophy man on her arm-she wanted to make her own way in the world .
644,`` it is so good to hear someone speak with such passion about nursing .
645,''
646,`` really ?
647,''
648,he nodded .
649,`` we desperately need more people like you .
650,i know i would love to work alongside someone who had your passion .
651,''
652,she smiled at his compliments .
653,he could n't help noticing what a nice smile she had .
654,the way it framed her heart shaped face made her appear much less like jade than he had originally thought .
655,`` thank you .
656,maybe we 'll end up together .
657,''
658,"she licked her lips before adding , `` you know , at the same hospital ."
659,''
660,`` i would like that .
661,but i 'm afraid that wellstar pales in comparison to grady .
662,''
663,`` surely the suburbs offer some interesting cases ?
664,''
665,`` they do .
666,"i ''ve been there since my residency , so i ca n''t imagine working anywhere else ."
667,"after all , i would n''t be standing here today with you if it were n''t for wellstar and your grandfather ."
668,''
669,`` that 's true .
670,''
671,"tilting her head , she gave him a very alluring smile ."
672,`` and what a pity that would be if our paths had n't crossed .
673,''
674,he sucked in a breath at the directness of her statement .
675,could she really be interested in him ?
676,"sure , it was common knowledge that aidan and others wanted them to get together , but he had imagined that she had not known their intentions ."
677,"and while originally he had been turned off by aidan ''s suggestion of fixing them up , he could n''t help but be intrigued now ."
678,"there was something so refreshingly different about megan , despite her physical similarities to jade ."
679,`` mommy ! ''
680,a small voice cried .
681,pesh glanced over megan 's shoulder where a fair-haired toddler came bounding over .
682,he wrapped his arms around megan 's thigh .
683,she gave him an apologetic look before bending over .
684,"`` what ''s the matter , sweetie ?"
685,''
686,he grinned up at her .
687,`` miss you .
688,''
689,"with a smile , she bent over and picked him up ."
690,"when he sat on her hip , she turned her attention back to pesh ."
691,"`` this is my son , mason ."
692,''
693,pesh could n't help noticing how megan searched his face to see if there was any judgment or even disgust at her having a son .
694,he felt neither of those emotions .
695,he had to admit he was a little surprised .
696,aidan had failed to mention that fact as well .
697,"not to mention , she seemed young to be a mother , considering she was just finishing her clinicals ."
698,"`` it ''s nice to meet you , mason ."
699,''
700,`` can you tell pesh hi ?
701,''
702,megan urged .
703,"`` hi , esh , '''' mason said , with a grin ."
704,"pesh could n''t help laughing , and he was thankful that megan giggled as well ."
705,`` how old are you ?
706,''
707,mason held up two fingers to which megan shook her head .
708,`` he 's seventeen months .
709,''
710,pesh smiled .
711,`` you must be very proud of him .
712,''
713,`` i am .
714,''
715,she snuggled mason against her chest .
716,`` he 's the sweetest and best boy i could ever hope for .
717,''
718,`` you 're very blessed .
719,''
720,`` thank you .
721,''
722,"they were interrupted by aidan ''s sister , angie , who pesh had met earlier ."
723,`` looks like it 's time to start .
724,come on mason .
725,mommy has to go be noah 's godmother now .
726,''
727,mason reluctantly went to his grandmother .
728,"`` be good for grammy , '''' megan instructed ."
729,"after angie walked off with mason , the other family members began filing out of the room ."
730,pesh turned to megan and gave her a sheepish smile .
731,"`` i must admit that even though i attended a class with emma , i ''m a little unsure of what i ''m supposed to do ."
732,''
733,`` it 's okay .
734,"just follow my lead , and you ''ll be fine ."
735,''
736,`` thank you .
737,''
738,"once it was only the two of them and aidan and emma in the room , aidan motioned for them ."
739,a priest in decorated golden robes appeared at the door with a gleaming crucifix in his hands .
740,pesh tried not to feel intimidated as the odd man out in the situation .
741,"music struck up on the organ , and the priest motioned for them to follow ."
